id,created_at,title,link,char7Id
52,2025-05-12 10:16:20.690723+00,18- فصل في أحاديث الصفات – الحديث الأول : في إثبات نزول الله إلى السماء الدنيا,https://www.youtube.com/embed/5xZrHsPmuB8,2
53,2025-05-12 10:16:20.690723+00,19- فصل في أحاديث الصفات – الحديث الرابع عشر :في إثبات صفة العلو وصفات أخرى,https://www.youtube.com/embed/bSTzpOaO6lQ,2
54,2025-05-12 10:16:20.690723+00,20- الجمع بين العلو والمعية قوله وهو خلاف ما أجمع عليه سلف الأمة إلى ..فصل في الإيمان,https://www.youtube.com/embed/p77VZMn01a4,2
55,2025-05-12 10:16:20.690723+00,21- حكم إطلاق القول بأن القرآن عبارة عن كلام الله – فصل في الإيمان برؤية المؤمنين لربهم يوم القيامة,https://www.youtube.com/embed/gpIs1FW44yA,2
56,2025-05-12 10:16:20.690723+00,22- تثبيت الله المؤمنين في الدنيا وفي الآخرة ماذا يقول المرتاب – الأدلة في إثبات النعيم والعذاب,https://www.youtube.com/embed/tDTqWR0YNGE,2
57,2025-05-12 10:16:20.690723+00,"23- في القيامة الكبرى,الأمر الخامس الجمع بين النصوص الواردة في وزن العمل والعامل",https://www.youtube.com/embed/wZIOuLmYWsE,2
58,2025-05-12 10:16:20.690723+00,24- في القيامة الكبرى الأمر الحادي عشر:شفاعة النبي صلى الله عليه وسلم – فصل في درجات الإيمان بالقدر,https://www.youtube.com/embed/5D9o5yPllG4,2
59,2025-05-12 10:16:20.690723+00,"25- تابع ..درجات الإيمان بالقدر,الإيمان بأن ما أصاب الإنسان لم يكن ليخطئه إلى ..مخالفو أهل السنة",https://www.youtube.com/embed/99q8tx--B8U,2
60,2025-05-12 10:16:20.690723+00,26- فصل في الإيمان تعريف الإيمان في اللغة والشرع إلى ..الفرق بين الإيمان المطلق ومطلق الإيمان,https://www.youtube.com/embed/gCmvM2cqYHk,2
61,2025-05-12 10:16:20.690723+00,27- فصل في موقف أهل السنة والجماعة من أصحاب رسول الله – أنواع الشهادة إلى ..خير هذه الأمة بعد نبيها,https://www.youtube.com/embed/bInev4KwV1k,2
62,2025-05-12 10:16:20.690723+00,28- اختلاف أهل السنة والجماعة في المفاضلة بين عثمان وعلي إلى ..من أصول السنة والجماعة التصديق,https://www.youtube.com/embed/vgzujPZR9pY,2
63,2025-05-12 10:16:20.690723+00,29- تعريف الكرامة – أقسام الكرامة – التحذير من الابتداع إلى .. توجيه : من سن في الإسلام,https://www.youtube.com/embed/qQ6ILJFzmyc,2
64,2025-05-12 10:16:20.690723+00,30- أهل السنة يعتقدون أن أصدق الكلام كلام الله وخير الهدي هدي محمد صلى الله عليه وسلم,https://www.youtube.com/embed/UDRkQ4bNz_Q,2
65,2025-05-12 10:16:20.690723+00,31- إقامة الحج والجهاد والجمع والأعياد مع الأمراء أبراراً كانوا أو فجاراً – النصح للأمة,https://www.youtube.com/embed/rNKtUjsieHg,2
66,2025-05-12 10:16:20.690723+00,32- الدعوة إلى مكارم الأخلاق – الأمر ببر الوالدين إلى .. النصر لهذه الطائفة حتى تقوم الساعة,https://www.youtube.com/embed/pm3dtdQxZtU,2
